Nr,Tweets,bow
1762,"['kiss', 'trump']","[(4, 1), (952, 1)]"
1764,['fool'],"[(953, 1)]"
1765,"['twitter', 'google', 'yahoo', 'election', 'remindi']","[(27, 1), (954, 1), (955, 1), (956, 1), (957, 1)]"
1766,"['brainstorming', 'libra']","[(881, 1), (882, 1)]"
1767,"['bars', 'texas']","[(121, 1), (487, 1)]"
1768,"['jackie', 'chan']","[(958, 1), (959, 1)]"
1769,['zelestee'],"[(960, 1)]"
1771,"['profitable', 'project', 'cancer']","[(304, 1), (766, 1), (841, 1)]"
1772,"['suite', 'president', 'president']","[(547, 2), (548, 1)]"
1773,"['amorsote', 'cuddle']","[(961, 1), (962, 1)]"
1774,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
1775,"['sleeping', 'schedule']","[(963, 1), (964, 1)]"
1776,['pisces'],"[(965, 1)]"
1777,"['pandemic', 'office', 'notification', 'tuesday', 'email']","[(69, 1), (966, 1), (967, 1), (968, 1), (969, 1)]"
1780,['pisces'],"[(965, 1)]"
1781,"['whoever', 'likes']","[(970, 1), (971, 1)]"
1782,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
1783,"['change', 'natural', 'hair']","[(424, 1), (924, 1), (972, 1)]"
1784,"['talented', 'teacher', 'sagittarius']","[(915, 1), (916, 1), (917, 1)]"
1785,['stuck'],"[(973, 1)]"
1786,"['brainstorming', 'libra']","[(881, 1), (882, 1)]"
1787,['twitter'],"[(27, 1)]"
1789,"['talented', 'teacher', 'sagittarius']","[(915, 1), (916, 1), (917, 1)]"
1790,"['command', 'respect', 'virtual', 'meeting', 'scorpio']","[(861, 1), (862, 1), (863, 1), (864, 1), (865, 1)]"
1791,"['professional', 'life', 'virgo']","[(138, 1), (826, 1), (827, 1)]"
1792,"['reasonable', 'hour']","[(974, 1), (975, 1)]"
1793,"['urgent', 'message', 'barnier', 'independence']","[(362, 1), (363, 1), (364, 1), (365, 1)]"
1794,"['tortilla', 'recipe', 'texmex']","[(976, 1), (977, 1), (978, 1)]"
1796,"['coronavirus', 'pandemic']","[(69, 1), (682, 1)]"
1797,"['steam', 'story', 'streamingsomlday']","[(29, 1), (887, 1), (888, 1)]"
1798,"['houston', 'drivers', 'toll', 'roads', 'free', 'anymore']","[(131, 1), (343, 1), (889, 1), (890, 1), (891, 1), (892, 1)]"
1799,"['brainstorming', 'libra']","[(881, 1), (882, 1)]"
1800,"['command', 'respect', 'virtual', 'meeting', 'scorpio']","[(861, 1), (862, 1), (863, 1), (864, 1), (865, 1)]"
1801,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
1802,"['senschumer', 'chucky']","[(420, 1), (422, 1)]"
1803,"['command', 'respect', 'virtual', 'meeting', 'scorpio']","[(861, 1), (862, 1), (863, 1), (864, 1), (865, 1)]"
1804,"['cyril', 'grayson', 'thec', 'brady', 'secret', 'weapon', 'track', 'star']","[(893, 1), (894, 1), (895, 1), (896, 1), (897, 1), (898, 1), (899, 1), (900, 1)]"
1805,"['boys', 'remix']","[(215, 1), (216, 1)]"
1806,"['nokidshive', 'uighur', 'muslims']","[(901, 1), (902, 1), (903, 1)]"
1807,"['positive', 'outlook', 'aries']","[(904, 1), (905, 1), (906, 1)]"
1808,['twitter'],"[(27, 1)]"
1809,"['twitter', 'customer', 'service', 'twittersmarter']","[(27, 1), (907, 1), (908, 1), (909, 1)]"
1810,"['darealdj', 'sekret', 'bout']","[(910, 1), (911, 1), (912, 1)]"
1811,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
1812,['jeans'],"[(501, 1)]"
1813,"['eniyahhh', 'superior']","[(396, 1), (913, 1)]"
1814,"['flower', 'picture']","[(110, 1), (914, 1)]"
1815,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
1816,"['talented', 'teacher', 'sagittarius']","[(915, 1), (916, 1), (917, 1)]"
1817,"['saint', 'joseph', 'worker', 'communism']","[(918, 1), (919, 1), (920, 1), (921, 1)]"
1818,"['michigan', 'rashida', 'tlaib']","[(187, 1), (922, 1), (923, 1)]"
1820,"['positive', 'outlook', 'aries']","[(904, 1), (905, 1), (906, 1)]"
1821,"['frank', 'sinatra', 'change', 'youtube']","[(432, 1), (924, 1), (925, 1), (926, 1)]"
1822,"['talented', 'teacher', 'sagittarius']","[(915, 1), (916, 1), (917, 1)]"
1823,['white'],"[(254, 1)]"
1824,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
1825,"['ogbunz', 'teammate', 'rent']","[(927, 1), (928, 1), (929, 1)]"
1827,"['national', 'guard', 'protest', 'police', 'brutality', 'mzungus']","[(830, 1), (930, 1), (931, 1), (932, 1), (933, 1), (934, 1)]"
1829,"['cybersole', 'initial', 'drop']","[(979, 1), (980, 1), (981, 1)]"
1830,['zamnnnn'],"[(982, 1)]"
1832,"['leaked', 'joel']","[(627, 1), (717, 1)]"
1833,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
1836,"['brainstorming', 'libra']","[(881, 1), (882, 1)]"
1837,"['episode', 'psychbingeathon', 'allin', 'psychrewatch']","[(30, 1), (35, 1), (36, 1), (983, 1)]"
1838,"['command', 'respect', 'virtual', 'meeting', 'scorpio']","[(861, 1), (862, 1), (863, 1), (864, 1), (865, 1)]"
1840,"['profitable', 'project', 'cancer']","[(304, 1), (766, 1), (841, 1)]"
1843,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
1845,"['professional', 'life', 'virgo']","[(138, 1), (826, 1), (827, 1)]"
1846,['beyhive'],"[(984, 1)]"
1847,"['sentimental', 'moon', 'supportive', 'angle', 'venus', 'taurus']","[(855, 1), (856, 1), (857, 1), (858, 1), (859, 1), (860, 1)]"
1850,"['kbaby', 'pregame', 'rituals', 'live', 'kshz', 'slaughtahouze', 'radio']","[(733, 1), (985, 1), (986, 1), (987, 1), (988, 1), (989, 1), (990, 1)]"
1851,"['sentimental', 'moon', 'supportive', 'angle', 'venus', 'taurus']","[(855, 1), (856, 1), (857, 1), (858, 1), (859, 1), (860, 1)]"
1852,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
1853,"['belbee', 'respect']","[(863, 1), (991, 1)]"
1854,"['family', 'level']","[(94, 1), (95, 1)]"
1855,"['star', 'power', 'ideal', 'gemini']","[(542, 1), (897, 1), (992, 1), (993, 1)]"
1856,"['command', 'respect', 'virtual', 'meeting', 'scorpio']","[(861, 1), (862, 1), (863, 1), (864, 1), (865, 1)]"
1857,['lazy'],"[(994, 1)]"
1859,"['trash', 'mind', 'business']","[(48, 1), (282, 1), (995, 1)]"
1861,"['nigie', 'fresh', 'iyrtitl', 'nwts']","[(996, 1), (997, 1), (998, 1), (999, 1)]"
1862,"['professional', 'life', 'virgo']","[(138, 1), (826, 1), (827, 1)]"
1864,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
1865,"['tombaan', 'trump', 'former', 'president', 'dawning']","[(4, 1), (139, 1), (547, 1), (1000, 1), (1001, 1)]"
1866,"['profitable', 'project', 'cancer']","[(304, 1), (766, 1), (841, 1)]"
1868,"['candiskt', 'perfect', 'shannon', 'zoom', 'workout', 'heart', 'rate']","[(374, 1), (1002, 1), (1003, 1), (1004, 1), (1005, 1), (1006, 1), (1007, 1)]"
1870,"['professional', 'life', 'virgo']","[(138, 1), (826, 1), (827, 1)]"
1871,"['daily', 'compliance', 'news', 'edition', 'csuiteradio']","[(402, 1), (589, 1), (1008, 1), (1009, 1), (1010, 1)]"
1873,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
1874,"['goofballs', 'sayin', 'baby']","[(196, 1), (1011, 1), (1012, 1)]"
1876,['mood'],"[(1013, 1)]"
1877,['rehzarice'],"[(1014, 1)]"
1878,"['talented', 'teacher', 'sagittarius']","[(915, 1), (916, 1), (917, 1)]"
1879,"['jason', 'congress']","[(49, 1), (1015, 1)]"
1880,"['boys', 'remix']","[(215, 1), (216, 1)]"
1881,"['command', 'respect', 'virtual', 'meeting', 'scorpio']","[(861, 1), (862, 1), (863, 1), (864, 1), (865, 1)]"
1882,"['talented', 'teacher', 'sagittarius']","[(915, 1), (916, 1), (917, 1)]"
1883,['farmzy'],"[(726, 1)]"
1884,"['urgent', 'message', 'barnier', 'independence']","[(362, 1), (363, 1), (364, 1), (365, 1)]"
1886,"['wave', 'time']","[(76, 1), (77, 1)]"
1887,"['star', 'power', 'ideal', 'gemini']","[(542, 1), (897, 1), (992, 1), (993, 1)]"
1888,"['britstout', 'jesus', 'solid', 'player']","[(73, 1), (164, 1), (1016, 1), (1017, 1)]"
1889,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
1890,"['fall', 'inlove']","[(42, 1), (43, 1)]"
1891,"['favorite', 'media', 'moment']","[(97, 1), (98, 1), (99, 1)]"
1892,['tryna'],"[(1018, 1)]"
1895,"['command', 'respect', 'virtual', 'meeting', 'scorpio']","[(861, 1), (862, 1), (863, 1), (864, 1), (865, 1)]"
1896,"['buff', 'sailor']","[(939, 1), (940, 1)]"
1897,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
1900,"['baywitched', 'okay']","[(941, 1), (942, 1)]"
1901,"['talented', 'teacher', 'sagittarius']","[(915, 1), (916, 1), (917, 1)]"
1902,"['endless', 'cycle']","[(943, 1), (944, 1)]"
1903,"['mighty', 'river', 'aquarius']","[(823, 1), (824, 1), (825, 1)]"
1904,"['house', 'floor', 'portrait', 'relief', 'moses', 'speaker']","[(383, 1), (571, 1), (659, 1), (945, 1), (946, 1), (947, 1)]"
1905,"['energy', 'private', 'equity', 'indus']","[(585, 1), (948, 1), (949, 1), (950, 1)]"
1906,"['professional', 'life', 'virgo']","[(138, 1), (826, 1), (827, 1)]"
1907,"['professional', 'life', 'virgo']","[(138, 1), (826, 1), (827, 1)]"
1908,['pandemic'],"[(69, 1)]"
1909,"['dave', 'east']","[(133, 1), (951, 1)]"
1910,"['kiss', 'trump']","[(4, 1), (952, 1)]"
1912,['fool'],"[(953, 1)]"
1913,"['twitter', 'google', 'yahoo', 'election', 'remindi']","[(27, 1), (954, 1), (955, 1), (956, 1), (957, 1)]"
1914,"['brainstorming', 'libra']","[(881, 1), (882, 1)]"
1915,"['profitable', 'project', 'cancer']","[(304, 1), (766, 1), (841, 1)]"
1916,"['mighty', 'river', 'aquarius']","[(823, 1), (824, 1), (825, 1)]"
1917,"['profitable', 'project', 'cancer']","[(304, 1), (766, 1), (841, 1)]"
1919,"['pete', 'agents', 'draintheswamp']","[(392, 1), (393, 1), (394, 1)]"
1920,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
1921,"['talented', 'teacher', 'sagittarius']","[(915, 1), (916, 1), (917, 1)]"
1923,['confidence'],"[(851, 1)]"
1924,"['positive', 'outlook', 'aries']","[(904, 1), (905, 1), (906, 1)]"
1926,"['dabriz', 'move']","[(1019, 1), (1020, 1)]"
1927,"['ying', 'entering', 'site', 'rainbowsixsiege']","[(1021, 1), (1022, 1), (1023, 1), (1024, 1)]"
1928,"['sentimental', 'moon', 'supportive', 'angle', 'venus', 'taurus']","[(855, 1), (856, 1), (857, 1), (858, 1), (859, 1), (860, 1)]"
1929,"['palestine', 'fall']","[(42, 1), (1025, 1)]"
1932,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
1934,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
1935,"['girls', 'story']","[(28, 1), (29, 1)]"
1936,"['shutcho', 'bitchass', 'tlkn', 'bout']","[(910, 1), (1026, 1), (1027, 1), (1028, 1)]"
1938,['banana'],"[(1029, 1)]"
1939,"['physical', 'touch', 'quality', 'time']","[(76, 1), (1030, 1), (1031, 1), (1032, 1)]"
1940,"['awesome', 'governor', 'freedom']","[(146, 1), (1033, 1), (1034, 1)]"
1941,['haven'],"[(460, 1)]"
1942,['confidence'],"[(851, 1)]"
1943,"['professional', 'life', 'virgo']","[(138, 1), (826, 1), (827, 1)]"
1945,"['talented', 'teacher', 'sagittarius']","[(915, 1), (916, 1), (917, 1)]"
1946,"['peter', 'strzok', 'eminem', 'lose', 'yourself']","[(614, 1), (615, 1), (616, 1), (617, 1), (618, 1)]"
1948,"['sinesofthefutu', 'bootlegs', 'wearemajia', 'support', 'bandcamp']","[(529, 1), (1035, 1), (1036, 1), (1037, 1), (1038, 1)]"
1951,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
1952,['confidence'],"[(851, 1)]"
1955,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
1956,"['star', 'power', 'ideal', 'gemini']","[(542, 1), (897, 1), (992, 1), (993, 1)]"
1957,"['marketing', 'geniuses']","[(835, 1), (1039, 1)]"
1958,"['badgeret', 'knowledge']","[(1040, 1), (1041, 1)]"
1960,"['cheese', 'pwease']","[(465, 1), (466, 1)]"
1961,"['eucerin', 'anti', 'pigment', 'dual', 'serum', 'cosrx', 'snail', 'mucin', 'essence']","[(15, 1), (813, 1), (938, 1), (1042, 1), (1043, 1), (1044, 1), (1045, 1), (1046, 1), (1047, 1)]"
1962,['twitter'],"[(27, 1)]"
1963,"['step', 'failure']","[(1048, 1), (1049, 1)]"
1964,"['profitable', 'project', 'cancer']","[(304, 1), (766, 1), (841, 1)]"
1966,['pisces'],"[(965, 1)]"
1967,"['cybersole', 'initial', 'drop']","[(979, 1), (980, 1), (981, 1)]"
1968,['zamnnnn'],"[(982, 1)]"
1970,"['leaked', 'joel']","[(627, 1), (717, 1)]"
1971,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
1974,"['brainstorming', 'libra']","[(881, 1), (882, 1)]"
1975,"['episode', 'psychbingeathon', 'allin', 'psychrewatch']","[(30, 1), (35, 1), (36, 1), (983, 1)]"
1976,"['command', 'respect', 'virtual', 'meeting', 'scorpio']","[(861, 1), (862, 1), (863, 1), (864, 1), (865, 1)]"
1978,"['profitable', 'project', 'cancer']","[(304, 1), (766, 1), (841, 1)]"
1981,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
1983,"['professional', 'life', 'virgo']","[(138, 1), (826, 1), (827, 1)]"
1984,['beyhive'],"[(984, 1)]"
1985,"['sentimental', 'moon', 'supportive', 'angle', 'venus', 'taurus']","[(855, 1), (856, 1), (857, 1), (858, 1), (859, 1), (860, 1)]"
1988,"['sentimental', 'moon', 'supportive', 'angle', 'venus', 'taurus']","[(855, 1), (856, 1), (857, 1), (858, 1), (859, 1), (860, 1)]"
1989,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
1990,"['belbee', 'respect']","[(863, 1), (991, 1)]"
1991,"['family', 'level']","[(94, 1), (95, 1)]"
1992,"['star', 'power', 'ideal', 'gemini']","[(542, 1), (897, 1), (992, 1), (993, 1)]"
1993,"['command', 'respect', 'virtual', 'meeting', 'scorpio']","[(861, 1), (862, 1), (863, 1), (864, 1), (865, 1)]"
1994,['lazy'],"[(994, 1)]"
1996,"['trash', 'mind', 'business']","[(48, 1), (282, 1), (995, 1)]"
1997,['virgo'],"[(827, 1)]"
1998,"['spiritual', 'lyrical', 'genius']","[(1050, 1), (1051, 1), (1052, 1)]"
2000,"['talented', 'teacher', 'sagittarius']","[(915, 1), (916, 1), (917, 1)]"
2001,"['investoryangof', 'farmzy']","[(726, 1), (727, 1)]"
2003,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
2004,"['positive', 'outlook', 'aries']","[(904, 1), (905, 1), (906, 1)]"
2005,['thread'],"[(1053, 1)]"
2007,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
2010,['pisces'],"[(965, 1)]"
2011,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
2012,"['command', 'respect', 'virtual', 'meeting', 'scorpio']","[(861, 1), (862, 1), (863, 1), (864, 1), (865, 1)]"
2014,"['punishdem', 'shadow', 'illuminati', 'survivor', 'grandmother']","[(1054, 1), (1055, 1), (1056, 1), (1057, 1), (1058, 1)]"
2015,"['sentimental', 'moon', 'supportive', 'angle', 'venus', 'taurus']","[(855, 1), (856, 1), (857, 1), (858, 1), (859, 1), (860, 1)]"
2016,"['brainstorming', 'libra']","[(881, 1), (882, 1)]"
2018,"['profitable', 'project', 'cancer']","[(304, 1), (766, 1), (841, 1)]"
2019,"['command', 'respect', 'virtual', 'meeting', 'scorpio']","[(861, 1), (862, 1), (863, 1), (864, 1), (865, 1)]"
2020,"['nigie', 'fresh', 'views']","[(996, 1), (998, 1), (1059, 1)]"
2021,"['brainstorming', 'libra']","[(881, 1), (882, 1)]"
2022,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
2023,"['absurdist', 'facebook', 'pandemic']","[(69, 1), (1060, 1), (1061, 1)]"
2025,"['talented', 'teacher', 'sagittarius']","[(915, 1), (916, 1), (917, 1)]"
2026,"['talented', 'teacher', 'sagittarius']","[(915, 1), (916, 1), (917, 1)]"
2027,"['boys', 'remix']","[(215, 1), (216, 1)]"
2028,"['school', 'final', 'exam', 'jesus', 'girl']","[(161, 1), (162, 1), (163, 1), (164, 1), (165, 1)]"
2029,"['command', 'respect', 'virtual', 'meeting', 'scorpio']","[(861, 1), (862, 1), (863, 1), (864, 1), (865, 1)]"
2031,"['command', 'respect', 'virtual', 'meeting', 'scorpio']","[(861, 1), (862, 1), (863, 1), (864, 1), (865, 1)]"
2032,['quran'],"[(105, 1)]"
2033,"['sentimental', 'moon', 'supportive', 'angle', 'venus', 'taurus']","[(855, 1), (856, 1), (857, 1), (858, 1), (859, 1), (860, 1)]"
2034,"['petitelay', 'physical', 'touch', 'quality', 'time']","[(76, 1), (1030, 1), (1031, 1), (1032, 1), (1062, 1)]"
2035,"['professional', 'life', 'virgo']","[(138, 1), (826, 1), (827, 1)]"
2037,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
2039,"['sentimental', 'moon', 'supportive', 'angle', 'venus', 'taurus']","[(855, 1), (856, 1), (857, 1), (858, 1), (859, 1), (860, 1)]"
2040,['control'],"[(144, 1)]"
2042,['armyseven'],"[(1063, 1)]"
2043,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
2044,"['profitable', 'project', 'cancer']","[(304, 1), (766, 1), (841, 1)]"
2046,"['sentimental', 'moon', 'supportive', 'angle', 'venus', 'taurus']","[(855, 1), (856, 1), (857, 1), (858, 1), (859, 1), (860, 1)]"
2047,"['profitable', 'project', 'cancer']","[(304, 1), (766, 1), (841, 1)]"
2048,"['mighty', 'river', 'aquarius']","[(823, 1), (824, 1), (825, 1)]"
2049,"['profitable', 'project', 'cancer']","[(304, 1), (766, 1), (841, 1)]"
2051,"['pete', 'agents', 'draintheswamp']","[(392, 1), (393, 1), (394, 1)]"
2052,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
2053,"['talented', 'teacher', 'sagittarius']","[(915, 1), (916, 1), (917, 1)]"
2055,['confidence'],"[(851, 1)]"
2056,"['positive', 'outlook', 'aries']","[(904, 1), (905, 1), (906, 1)]"
2058,"['dabriz', 'move']","[(1019, 1), (1020, 1)]"
2059,"['ying', 'entering', 'site', 'rainbowsixsiege']","[(1021, 1), (1022, 1), (1023, 1), (1024, 1)]"
2060,"['sentimental', 'moon', 'supportive', 'angle', 'venus', 'taurus']","[(855, 1), (856, 1), (857, 1), (858, 1), (859, 1), (860, 1)]"
2061,"['palestine', 'fall']","[(42, 1), (1025, 1)]"
2064,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
2066,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
2067,"['girls', 'story']","[(28, 1), (29, 1)]"
2068,"['shutcho', 'bitchass', 'tlkn', 'bout']","[(910, 1), (1026, 1), (1027, 1), (1028, 1)]"
2070,['banana'],"[(1029, 1)]"
2071,"['physical', 'touch', 'quality', 'time']","[(76, 1), (1030, 1), (1031, 1), (1032, 1)]"
2072,"['awesome', 'governor', 'freedom']","[(146, 1), (1033, 1), (1034, 1)]"
2074,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
2075,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
2076,"['afroseries', 'toooooo', 'smoooothhhhh']","[(1064, 1), (1065, 1), (1066, 1)]"
2078,"['shoulder', 'south', 'beltway', 'abchouston', 'kattraffic']","[(271, 1), (1067, 1), (1068, 1), (1069, 1), (1070, 1)]"
2079,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
2080,['nacho'],"[(1071, 1)]"
2084,['alstxr'],"[(1072, 1)]"
2085,"['school', 'final', 'exam', 'jesus', 'girl']","[(161, 1), (162, 1), (163, 1), (164, 1), (165, 1)]"
2086,"['bishopjwms', 'happy', 'birthday']","[(44, 1), (45, 1), (1073, 1)]"
2087,['arrest'],"[(1074, 1)]"
2089,['houston'],"[(131, 1)]"
2090,"['minutes', 'episode']","[(983, 1), (1075, 1)]"
2091,['twitter'],"[(27, 1)]"
2092,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
2094,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
2096,['houston'],"[(131, 1)]"
2097,['craveravex'],"[(1076, 1)]"
2099,['plan'],"[(710, 1)]"
2102,"['prolly', 'keeping']","[(786, 1), (1077, 1)]"
2103,"['british', 'society', 'immunology', 'thanks', 'task', 'force']","[(332, 1), (1078, 1), (1079, 1), (1080, 1), (1081, 1), (1082, 1)]"
2104,['airlah'],"[(1083, 1)]"
2105,"['moon', 'landing', 'date', 'credit', 'nasa']","[(41, 1), (90, 1), (856, 1), (1084, 1), (1085, 1)]"
2106,"['viisonz', 'xposers', 'stream', 'team', 'kills', 'warzone', 'twitch', 'streamer', 'smallstr']","[(1086, 1), (1087, 1), (1088, 1), (1089, 1), (1090, 1), (1091, 1), (1092, 1), (1093, 1), (1094, 1)]"
2107,"['nightmar', 'morning']","[(224, 1), (1095, 1)]"
2110,"['foundationahom', 'luna']","[(1096, 1), (1097, 1)]"
2111,['jeans'],"[(501, 1)]"
2112,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
2113,['virgo'],"[(827, 1)]"
2114,"['spiritual', 'lyrical', 'genius']","[(1050, 1), (1051, 1), (1052, 1)]"
2116,"['talented', 'teacher', 'sagittarius']","[(915, 1), (916, 1), (917, 1)]"
2117,"['investoryangof', 'farmzy']","[(726, 1), (727, 1)]"
2119,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
2120,"['positive', 'outlook', 'aries']","[(904, 1), (905, 1), (906, 1)]"
2121,['thread'],"[(1053, 1)]"
2123,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
2126,['pisces'],"[(965, 1)]"
2127,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
2128,"['command', 'respect', 'virtual', 'meeting', 'scorpio']","[(861, 1), (862, 1), (863, 1), (864, 1), (865, 1)]"
2130,"['punishdem', 'shadow', 'illuminati', 'survivor', 'grandmother']","[(1054, 1), (1055, 1), (1056, 1), (1057, 1), (1058, 1)]"
2131,"['sentimental', 'moon', 'supportive', 'angle', 'venus', 'taurus']","[(855, 1), (856, 1), (857, 1), (858, 1), (859, 1), (860, 1)]"
2132,"['brainstorming', 'libra']","[(881, 1), (882, 1)]"
2134,"['profitable', 'project', 'cancer']","[(304, 1), (766, 1), (841, 1)]"
2135,"['command', 'respect', 'virtual', 'meeting', 'scorpio']","[(861, 1), (862, 1), (863, 1), (864, 1), (865, 1)]"
2136,"['nigie', 'fresh', 'views']","[(996, 1), (998, 1), (1059, 1)]"
2137,"['brainstorming', 'libra']","[(881, 1), (882, 1)]"
2138,"['passionate', 'conversation', 'capricorn']","[(852, 1), (853, 1), (854, 1)]"
